geneId	symbol	chromosome	Synonyms	type_of_gene
391595	RPL32P10	3	RPL32_3_439	pseudo
391598	RPSAP31	3	RPSA_11_442	pseudo
391600	LOC391600	3	-	pseudo
391603	NMNAT1P3	3	-	pseudo
391622	USP17L6P	4	DUB4|USP17L6|vDUB4	pseudo
391627	USP17L9P	4	RS447|USP17|USP17A|USP17H|USP17I|USP17J|USP17K|USP17L|USP17M	pseudo
391630	OR7E83P	4	OR7E134P	pseudo
391632	OR7E35P	4	OR7E120|OST018	pseudo
391634	HSP90AB2P	4	HSP90BB	pseudo
391636	LOC391636	4	-	pseudo
391642	IGBP1P5	4	-	pseudo
391647	KRT18P25	4	-	pseudo
391655	RPL17P20	4	RPL17_10_481	pseudo
391656	RPS15AP17	4	RPS15A_8_485	pseudo
391657	DPP3P1	4	-	pseudo
391670	HNRNPA1P56	4	-	pseudo
391672	IGBP1P4	4	-	pseudo
391674	LOC391674	4	-	pseudo
391679	RPL6P14	4	RPL6_2_505	pseudo
391681	EXOC7P1	4	-	pseudo
391686	LYPLA1P2	4	-	pseudo
391696	TECRP2	4	-	pseudo
391697	ZSWIM5P3	4	-	pseudo
391698	EEF1GP8	4	-	pseudo
391701	RPS23P2	4	RPS23_2_521	pseudo
391703	KRT18P51	4	-	pseudo
391706	RPS3AP18	4	RPS3A_5_528	pseudo
391707	LOC391707	4	-	pseudo
391710	LOC391710	4	-	pseudo
391711	LOC391711	4	-	pseudo
391712	TRIM61	4	RNF35	protein-coding
391713	LOC391713	4	-	pseudo
391714	TRIM75P	4	TRIM75	pseudo
391718	TSEN2P1	4	-	pseudo
391719	RPL19P8	4	RPL19_5_537	pseudo
391722	MYL12BP2	4	-	pseudo
391723	HELT	4	HCM1228|HESL|Mgn|bHLHb44	protein-coding
391738	RPL29P13	5	RPL29_5_543	pseudo
391739	CCT6P2	5	CCT6-1P	pseudo
391741	LOC391741	5	-	pseudo
391742	LOC391742	5	-	pseudo
391744	LOC391744	5	-	pseudo
391746	LOC391746	5	-	pseudo
391747	LOC391747	5	-	pseudo
391765	LOC391765	5	-	pseudo
391768	LOC391768	5	-	pseudo
391769	H3.Y	5	-	pseudo
391771	LOC391771	5	-	pseudo
391777	RPS4XP6	5	RPS4P6|RPS4X_2_555	pseudo
391798	LOC391798	5	-	pseudo
391803	KRT18P45	5	-	pseudo
391804	RBMX2P5	5	-	pseudo
391811	POLD2P1	5	-	pseudo
391813	LOC391813	5	-	pseudo
391819	KRT18P42	5	-	pseudo
391825	RPL23AP44	5	RPL23A_14_607	pseudo
391827	KRT18P16	5	-	pseudo
391828	RPL28P3	5	RPL28_3_609	pseudo
391833	RPS10P11	5	RPS10_6_615	pseudo
391834	LOC391834	5	-	pseudo
391836	RPL10AP10	5	RPL10A_4_618	pseudo
391845	RPS15P6	5	RPS15_3_634	pseudo
391850	RPL7AP33	5	RPL7A_12_639	pseudo
392027	LOC392027	7	-	pseudo
392100	PSMC1P3	7	-	pseudo
392106	OR9A3P	7	OR9A6P	pseudo
392132	OR2R1P	7	OR2R1|OST058	pseudo
392133	OR10AC1	7	OR10AC1P	protein-coding
392138	OR2A25	7	OR2A24P|OR2A25P|OR2A27	protein-coding
392140	OR2A13P	7	-	pseudo
392145	LOC392145	7	-	pseudo
392180	LOC392180	8	-	pseudo
392181	RPL23AP96	8	-	pseudo
392187	LOC392187	8	-	pseudo
392188	USP17L8	8	USP17L10	protein-coding
392193	RPL19P13	8	RPL19_8_875	pseudo
392194	OR7E158P	8	-	pseudo
392196	LOC392196	8	-	pseudo
392197	USP17L7	8	-	protein-coding
392206	RPL10AP11	8	RPL10A_4_880	pseudo
392209	HSPA8P11	8	-	pseudo
392214	KRT18P37	8	-	pseudo
392221	CHCHD2P10	8	-	pseudo
392225	PDCL3P1	8	-	pseudo
392226	LOC392226	8	-	pseudo
392232	LOC392232	8	-	pseudo
392242	REXO1L8P	8	REXO1L8	pseudo
392255	GDF6	8	BMP-13|BMP13|CDMP2|KFM|KFS|KFS1|KFSL|SGM1	protein-coding
392256	RPS26P6	8	RPS26_10_933	pseudo
392262	RPSAP48	8	RPSA_15_943	pseudo
392264	LOC392264	8	-	pseudo
392265	CDK5P1	8	CDK5PS	pseudo
392266	LOC392266	8	-	pseudo
392267	IMPDH1P6	8	-	pseudo
392268	LOC392268	8	-	pseudo
392271	RPL32P20	8	RPL32_12_951	pseudo
392275	SMPD5	8	MA-nSMase	protein-coding
392281	GPS2P1	9	-	pseudo
392282	RPS5P6	9	RPS5_2_957	pseudo
392285	PPIAP33	9	-	pseudo
392288	MAP1LC3BP1	9	-	pseudo
392292	IFNWP5	9	-	pseudo
392298	CTAGE12P	9	-	pseudo
392301	SLC25A5P8	9	-	pseudo
392302	ASS1P12	9	ASSP12	pseudo
392305	GLULP4	9	GLULP	pseudo
392307	FAM221B	9	C9orf128	protein-coding
392308	OR13E1P	9	OR13E2|OST741	pseudo
392309	OR13J1	9	OR9-2	protein-coding
392310	PGAM1P2	9	-	pseudo
392311	OR13C6P	9	OR37B	pseudo
392313	OR2S1P	9	OR37D|OST611	pseudo
392322	ATP5A1P8	9	ATP5A1P9	pseudo
392334	LOC392334	9	-	pseudo
392335	MYO5BP2	9	-	pseudo
392343	CNN2P3	9	-	pseudo
392350	BTF3P4	9	-	pseudo
392352	LOC392352	9	-	pseudo
392358	RPS6P13	9	RPS6_6_992	pseudo
392360	CTSL3P	9	CTSL3|HCTSL-s	pseudo
392364	LOC392364	9	-	pseudo
392368	BEND3P2	9	-	pseudo
392371	KRT18P13	9	KRT18L3	pseudo
392374	GAPDHP26	9	-	pseudo
392375	OR13D2P	9	-	pseudo
392376	OR13C2	9	OR37K	protein-coding
392377	OR13C1P	9	OR37M	pseudo
392382	RPL31P43	9	RPL31_21_1004	pseudo
392387	AHCYP2	9	-	pseudo
392390	OR1L6	9	HG16|OR1K1|OR1L7|OR9-30	protein-coding
392391	OR5C1	9	OR5C2P|OR9-31|OR9-F	protein-coding
392392	OR1K1	9	hg99	protein-coding
392399	LCN9	9	HEL129	protein-coding
392424	RPS5P8	X	RPS5_5_1762	pseudo
392425	RPS27AP17	X	RPS27A_9_1763	pseudo
392426	LOC392426	X	-	pseudo
392428	NPM1P9	X	-	pseudo
392433	MAGEB6P1	X	MAGEB6B	pseudo
392435	LOC392435	X	-	pseudo
392436	LOC392436	X	-	pseudo
392437	FTLP2	X	FTLL2	pseudo
392439	LOC392439	X	-	pseudo
392440	LOC392440	X	-	pseudo
392442	LOC392442	X	-	pseudo
392447	RPL32P36	X	RPL32_24_1772	pseudo
392451	RPL19P20	X	RPL19_12_1775	pseudo
392452	LOC392452	X	-	pseudo
392454	PCNAP3	X	-	pseudo
392456	LOC392456	X	-	pseudo
392459	CXXC1P1	X	CXorf25|NCRNA00236	pseudo
392465	GLOD5	X	-	protein-coding
392477	LOC392477	X	-	pseudo
392479	KRT8P17	X	-	pseudo
392485	LOC392485	X	-	pseudo
392486	GPR165P	X	PGR15	pseudo
392489	LOC392489	X	-	pseudo
392490	FLJ44635	X	-	protein-coding
392497	RPS6P26	X	RPS6_11_1786	pseudo
392501	RPL26P36	X	RPL26_16_1792	pseudo
392505	RPL6P29	X	RPL6_17_1796	pseudo
392508	LOC392508	X	-	pseudo
392509	ARL13A	X	ARL13|dJ341D10.2	protein-coding
392510	YWHAQP8	X	-	pseudo
392516	KRT18P49	X	-	pseudo
392517	NCBP2L	X	dJ820B18.1	protein-coding
392520	RPS5P7	X	RPS5_3_1801	pseudo
392522	RPL18AP15	X	RPL18A_4_1802	pseudo
392525	AKR1B1P8	X	-	pseudo
392529	LOC392529	X	-	pseudo
392536	LOC392536	X	-	pseudo
392538	LOC392538	X	-	pseudo
392539	LOC392539	X	-	pseudo
392540	OR11N1P	X	-	pseudo
392543	LOC392543	X	-	pseudo
392545	HMGB3P31	X	-	pseudo
392547	CROCCP1	X	CROCCP	pseudo
392552	KRT8P6	X	-	pseudo
392555	LOC392555	X	-	pseudo
392557	RPL19P21	X	RPL19_13_1819	pseudo
392561	OR3B1P	X	-	pseudo
392597	TRAPPC2P7	Y	SEDLP7	pseudo
392603	ZNF736P2Y	Y	ZNF736P2|ZNF736PY2	pseudo
392617	ELFN1	7	PPP1R28	protein-coding
392636	AGMO	7	TMEM195	protein-coding
392713	PMS2P12	7	PMS2L12|PMSL12	pseudo
392748	RPS27P17	7	RPS27_5_819	pseudo
392752	OR7E7P	7	-	pseudo
392781	RPS2P31	7	RPS2_15_841	pseudo
392787	LOC392787	7	-	pseudo
392843	IQCA1L	7	IQCA1P1	protein-coding
392862	GRID2IP	7	DELPHILIN	protein-coding
392872	RPL12P10	7	RPL12_8_793	pseudo
392979	RPL18P4	7	RPL18_1_838	pseudo
393046	OR2A5	7	OR2A11P|OR2A26|OR2A8|OR7-138|OR7-141	protein-coding
393076	LOC393076	7	-	unknown
393093	MYP4	7	-	unknown
394214	COL11A2P1	6	COL11A2P|cD0826Q1.1	pseudo
394217	FGF7P2	21	FGF7L|PRED3	pseudo
394254	GPR89P	6	C11H1.2-Lp|SH120P	pseudo
394255	RPS10P1	6	RPS10_7_669|RPS10p|dJ34B20.13	pseudo
394261	KLHL30-AS1	2	C2orf19	ncRNA
394263	MUC21	6	C6orf205|KMQK697|MUC-21	protein-coding
394269	BRCA1P1	17	LBRCA1|PsiBRCA1|pseudo-BRCA1	pseudo
399473	SPRED3	19	Eve-3|spred-3	protein-coding
399474	TMEM200B	1	TTMB	protein-coding
399495	SLC2A3P4	8	-	pseudo
399496	SLC2AXP1	2	-	pseudo
399511	TCEA1P2	3	-	pseudo
399512	SLC25A35	17	-	protein-coding
399516	OTSC7	6	-	unknown
399520	TIMM8AP1	2	DDPP|TIMM8AP	pseudo
399564	GLC1H	2	-	unknown
399565	GLC3C	14	-	unknown
399656	FAM32BP	22	FAM32B	pseudo
399664	MEX3D	19	MEX-3D|MEX3|OK/SW-cl.4|RKHD1|RNF193|TINO	protein-coding
399665	FAM102A	9	C9orf132|EEIG1|SYM-3A|bA203J24.7	protein-coding
399666	ARL2BPP1	18	HsT2883	pseudo
399668	SMIM10L2A	X	LED|LINC00086|LINC0086|NCRNA00086	protein-coding
399669	ZNF321P	19	ZNF321	pseudo
399670	RPL13AP17	7	RPL13A_6_816	pseudo
399671	HEATR4	14	-	protein-coding
399687	MYO18A	17	MAJN|MYSPDZ|SP-R210|SPR210	protein-coding
399693	CCDC187	9	-	protein-coding
399694	SHC4	15	RaLP|SHCD	protein-coding
399697	CTXN2	15	-	protein-coding
399706	LINC00200	10	C10orf139|NCRNA00200	ncRNA
399708	LINC00701	10	-	ncRNA
399715	LOC399715	10	-	ncRNA
399716	LOC399716	10	DKFZp667F0711	unknown
399717	GATA3-AS1	10	-	ncRNA
399726	CASC10	10	C10orf114|bA418C1.3	protein-coding
399744	LINC00999	10	-	ncRNA
399746	ACTR3BP5	10	FKSG74	pseudo
399748	CAP1P2	10	-	pseudo
399761	BMS1P5	10	BMS1LP1|BMS1LP5|BMS1P1|bA556L1.3	pseudo
399774	THAP12P3	10	PRKRIRP3	pseudo
399783	LOC399783	10	-	pseudo
399804	NPM1P25	10	-	pseudo
399806	LBX1-AS1	10	MUSE	ncRNA
399814	C10orf120	10	bA318C4.1	protein-coding
399815	LOC399815	10	-	pseudo
399818	EEF1AKMT2	10	C10orf138|Efm4|METTL10	protein-coding
399821	FLJ37035	10	-	ncRNA
399823	FOXI2	10	-	protein-coding
399827	LINC01164	10	-	ncRNA
399829	LINC01168	10	-	ncRNA
399832	DKFZp686M1136	10	-	protein-coding
399833	SPRNP1	10	-	pseudo
399839	DUX4L11	10	-	pseudo
399844	LINC01002	19	-	ncRNA
399851	LOC399851	11	-	unknown
399857	OR7E117P	11	OST716	pseudo
399876	NAV2-AS4	11	-	ncRNA
399881	HNRNPKP3	11	-	pseudo
399884	LOC399884	11	-	protein-coding
399886	LOC399886	11	-	ncRNA
399888	FAM180B	11	-	protein-coding
399900	LOC399900	11	-	ncRNA
399909	PCNX3	11	PCNXL3	protein-coding
399923	FLJ42102	11	-	ncRNA
399937	TRIM51BP	11	SPRYD5P|SPRYD5P1	pseudo
399939	TRIM49D1	11	TRIM49D|TRIM49D1P|TRIM49D2|TRIM49D2P|TRIM49DP	protein-coding
399940	TRIM51EP	11	-	pseudo
399942	TUBAP2	11	-	pseudo
399947	C11orf87	11	LOH11CR1A|NEURIM1	protein-coding
399948	COLCA1	11	C11orf92|CASC12|LOH11CR1F	protein-coding
399949	C11orf88	11	-	protein-coding
399950	ST13P10	11	-	pseudo
399959	MIR100HG	11	AGD1|linc-NeD125|lncRNA-N2	ncRNA
399965	KRT18P59	11	-	pseudo
399967	PATE2	11	C11orf38|PATE-M|UNQ3112	protein-coding
399968	PATE4	11	PATE-B	protein-coding
399972	GSEC	11	DCPS-AS1|ST3GAL4-AS1	ncRNA
399975	LOC399975	11	-	ncRNA
399979	SNX19	11	CHET8	protein-coding
399988	HSPA8P5	12	-	pseudo
399994	HADHAP2	12	-	pseudo
400002	CLEC12A-AS1	12	-	ncRNA
400011	SUPT16HP1	12	SUPT16HP|bcm670	pseudo
400013	TCP1P3	12	CCT1-1P|TCP1L3	pseudo
400026	LOC400026	12	-	pseudo
400027	LINC00938	12	-	ncRNA
400036	LOC400036	12	-	pseudo
400043	LINC02381	12	-	ncRNA
400046	LINC02389	12	-	ncRNA
400055	RPL26P32	12	RPL26_12_1262	pseudo
400058	MKRN9P	12	MKRN5|MKRN9|MKRNP6|RNF65|ZNF127L3	pseudo
400061	LOC400061	12	-	pseudo
400064	RPS4XP1	12	RPS4P1|RPS4X_6_1269	pseudo
400073	C12orf76	12	-	protein-coding
400084	LINC00939	12	-	ncRNA
400087	LINC02393	12	-	ncRNA
400094	SNX19P2	13	-	pseudo
400110	ANKRD20A19P	13	-	pseudo
400120	SERTM1	13	C13orf36	protein-coding
400121	LINC00547	13	-	ncRNA
400123	LINC00548	13	-	ncRNA
400126	DGKZP1	13	-	pseudo
400128	TUSC8	13	LINC01071|XLOC_010588	ncRNA
400129	SMARCE1P5	13	-	pseudo
400141	RPSAP53	13	RPSA_19_1317	pseudo
400156	RPS26P47	13	RPS26|RPS26L|RPS26_24_1332	pseudo
400165	ATP11AUN	13	C13orf35|SMABLO1	protein-coding
400174	LOC400174	14	-	pseudo
400206	DPPA3P2	14	STELLAR	pseudo
400208	LINC00517	14	C14orf26	ncRNA
400209	YTHDF2P1	14	HGRG8|NY-REN-2|YTHDF2P	pseudo
400212	LOC400212	14	-	ncRNA
400221	FLJ22447	14	-	ncRNA
400224	PLEKHD1	14	UPF0639	protein-coding
400236	FOXN3-AS1	14	-	ncRNA
400238	LINC00642	14	-	ncRNA
400242	DICER1-AS1	14	DICER1-AS	ncRNA
400258	C14orf180	14	C14orf77|NRAC	protein-coding
400322	HERC2P2	15	D15F37S3|MN7	pseudo
400347	LOC400347	15	-	pseudo
400359	C15orf53	15	-	protein-coding
400360	C15orf54	15	-	ncRNA
400385	RPL5P3	15	HsT18216|RPL5_13_1449	pseudo
400389	RPL12P35	15	RPL12_13_1452	pseudo
400403	DNM1P9	15	DNM1DN9|DNM1DN9-1|DNM1DN9@	pseudo
400406	ADAMTS7P3	15	-	pseudo
400410	ST20	15	HCCS-1	protein-coding
400433	DNM1P40	15	DNM1DN11-5|DNM1DN11.5|DNM1DN11@	pseudo
400446	LOC400446	15	-	pseudo
400451	FAM174B	15	-	protein-coding
400456	LINC01197	15	-	ncRNA
400464	LOC400464	15	-	pseudo
400499	LOC400499	16	-	protein-coding
400500	BCAR4	16	-	ncRNA
400506	KNOP1	16	101F10.1|C16orf88|FAM191A|TSG118	protein-coding
400508	CRYM-AS1	16	NCRNA00169	ncRNA
400511	LINC01567	16	-	ncRNA
400512	FLJ21408	16	-	ncRNA
400533	LINC02167	16	-	ncRNA
400541	LOC400541	16	-	ncRNA
400548	LINC02139	16	-	ncRNA
400550	FENDRR	16	FOXF1-AS1|TCONS_00024240|lincFOXF1|onco-lncRNA-21	ncRNA
400553	LOC400553	16	-	ncRNA
400555	ZC3H18-AS1	16	C16orf85|LINC00859	unknown
400558	LINC02138	16	-	ncRNA
400566	C17orf97	17	CK20|LIAT1	protein-coding
400568	LINC01996	17	-	ncRNA
400569	MED11	17	HSPC296	protein-coding
400576	LOC400576	17	-	ncRNA
400578	KRT16P2	17	-	pseudo
400579	LINC02076	17	-	ncRNA
400581	GRAPL	17	-	protein-coding
400591	C17orf102	17	-	protein-coding
400604	TOB1-AS1	17	-	ncRNA
400609	TBC1D3P1	17	-	pseudo
400612	PRR29-AS1	17	-	ncRNA
400617	KCNJ2-AS1	17	-	ncRNA
400618	SOX9-AS1	17	-	ncRNA
400619	LINC00511	17	LCAL5|onco-lncRNA-12	ncRNA
400620	LINC02092	17	-	ncRNA
400622	LOC400622	17	-	unknown
400624	LINC01973	17	-	ncRNA
400627	LOC400627	17	-	unknown
400629	TEX19	17	-	protein-coding
400643	LINC00668	18	-	ncRNA
400644	LINC01443	18	-	ncRNA
400645	RBM22P1	18	-	pseudo
400650	TPMTP1	18	-	pseudo
400652	RPS3AP49	18	RPS3A_23_1608	pseudo
400654	LINC01538	18	-	ncRNA
400655	LOC400655	18	-	ncRNA
400657	LINC00909	18	-	ncRNA
400658	C18orf65	18	-	protein-coding
400660	LINC00683	18	-	ncRNA
400661	LINC01879	18	-	ncRNA
400662	LOC400662	18	-	unknown
400668	PRSS57	19	NSP4|PRSSL1|UNQ782	protein-coding
400673	VMAC	19	-	protein-coding
400680	LINC00664	19	-	ncRNA
400682	LOC400682	19	-	pseudo
400684	LOC400684	19	-	ncRNA
400685	LINC01801	19	-	ncRNA
400692	LOC400692	19	-	ncRNA
400696	LGALS17A	19	-	pseudo
400706	LOC400706	19	-	ncRNA
400709	SIGLEC16	19	SIGLECP16|Siglec-P16	protein-coding
400710	LOC400710	19	-	ncRNA
400713	ZNF880	19	-	protein-coding
400720	ZNF772	19	-	protein-coding
400728	FAM87B	1	-	ncRNA
400735	PRAMEF4	1	-	protein-coding
400736	PRAMEF13	1	-	protein-coding
400743	LOC400743	1	-	unknown
400745	SH2D5	1	-	protein-coding
400746	NCMAP	1	C1orf130|MP11	protein-coding
400748	LOC400748	1	-	unknown
400750	LOC400750	1	-	pseudo
400752	LINC01144	1	-	ncRNA
400756	LOC400756	1	-	unknown
400757	C1orf141	1	-	protein-coding
400759	GBP1P1	1	-	pseudo
400761	FLJ27354	1	-	ncRNA
400765	MIR137HG	1	-	ncRNA
400768	LOC400768	1	-	unknown
400769	HNRNPA1P43	1	-	pseudo
400793	C1orf226	1	-	protein-coding
400794	LOC400794	1	-	ncRNA
400797	CLEC20A	1	LINC00083|NCRNA00083	protein-coding
400798	C1orf220	1	-	ncRNA
400799	LINC01344	1	GS1-122H1.2	ncRNA
400800	LOC400800	1	-	unknown
400804	C1orf140	1	-	ncRNA
400812	FLJ39095	1	-	unknown
400818	NBPF9	1	AE01	protein-coding
400823	FAM177B	1	-	protein-coding
400830	DEFB132	20	BD-32|DEFB-32|DEFB32|HEL-75|KFLL827|UNQ827	protein-coding
400831	C20orf202	20	-	protein-coding
400836	SDAD1P2	20	-	pseudo
400839	LINC01721	20	-	ncRNA
400841	LINC01597	20	-	ncRNA
400866	LINC00114	21	C21orf24|NCRNA00114	ncRNA
400867	LOC400867	21	-	ncRNA
400870	LOC400870	21	-	unknown
400891	LRRC74B	22	-	protein-coding
400892	BCRP2	22	BCR-2|BCR2|BCRL2	pseudo
400916	CHCHD10	22	C22orf16|FTDALS2|IMMD|N27C7-4|SMAJ	protein-coding
400927	LOC400927	22	-	pseudo
400931	MIRLET7BHG	22	linc-Ppara	ncRNA
400932	LINC00898	22	-	ncRNA
400934	FLJ44385	22	-	unknown
400935	IL17REL	22	-	protein-coding
400940	LOC400940	2	-	ncRNA
400941	LINC00487	2	-	ncRNA
400943	LOC400943	2	-	ncRNA
400945	LINC01376	2	-	ncRNA
400946	LINC00954	2	-	ncRNA
400949	FKSG49	5	FKSG52|FKSG55|FKSG56|FKSG57|FKSG60|FKSG61|FKSG64|FKSG65|FKSG66|FKSG67|FKSG68|FKSG70	other
400950	C2orf91	2	-	protein-coding
400952	LINC01121	2	UNQ6975	ncRNA
400954	EML6	2	-	protein-coding
400955	LINC01122	2	-	ncRNA
400957	LINC01185	2	-	ncRNA
400958	LINC02245	2	-	ncRNA
400960	PCBP1-AS1	2	-	ncRNA
400961	PAIP2B	2	-	protein-coding
400963	RPS2P17	2	RPS2_6_247	pseudo
400966	RGPD1	2	RGP1|RGPD2|RanBP2L2	protein-coding
400984	OR7E102P	2	OR7E102	pseudo
400986	ANKRD36C	2	-	protein-coding
400997	ACOXL-AS1	2	-	ncRNA
400999	FLJ42351	2	-	ncRNA
401002	LOC401002	2	-	pseudo
401007	NF1P8	2	NF1L2	pseudo
401010	NOC2LP2	2	-	pseudo
401014	TEX41	2	DKFZp686O1327|LINC00953	ncRNA
401018	CTAGE14P	2	-	pseudo
401019	RPS15P4	2	RPS15_2_291	pseudo
401021	LOC401021	2	-	ncRNA
401022	HAGLR	2	HOXD-AS1|Mdgt	ncRNA
401024	FSIP2	2	-	protein-coding
401027	C2orf66	2	IIDS6411|UNQ6411	protein-coding
401036	ASB18	2	ASB-18	protein-coding
401037	LOC401037	2	-	unknown
401039	LINC01940	2	-	ncRNA
401040	LOC401040	2	-	protein-coding
401044	FLJ40712	2	-	unknown
401052	LOC401052	3	-	protein-coding
401067	IQCF3	3	-	protein-coding
401068	LOC401068	3	-	unknown
401074	LINC00960	3	-	ncRNA
401076	CAP1P1	3	-	pseudo
401081	FLJ22763	3	-	ncRNA
401082	LINC01205	3	-	ncRNA
401089	FOXL2NB	3	C3orf72	protein-coding
401093	MBNL1-AS1	3	-	ncRNA
401097	C3orf80	3	-	protein-coding
401103	LINC01994	3	-	ncRNA
401105	FLJ42393	3	AVPC1948	ncRNA
401106	LINC00884	3	-	ncRNA
401109	LINC00885	3	-	ncRNA
401113	FLJ41130	4	-	unknown
401114	FLJ35816	4	-	unknown
401115	C4orf48	4	CHR4_55	protein-coding
401123	LOC401123	4	-	ncRNA
401124	DTHD1	4	-	protein-coding
401127	LOC401127	4	-	pseudo
401131	LOC401131	1	-	unknown
401134	LINC02232	4	-	ncRNA
401135	SYT14P1	4	CHR415SYT|SYT14L|SYTDEP	pseudo
401136	TMPRSS11BNL	4	-	pseudo
401137	PRR27	4	C4orf40	protein-coding
401138	AMTN	4	UNQ689	protein-coding
401145	CCSER1	4	FAM190A	protein-coding
401149	LINC01061	4	-	ncRNA
401152	C4orf3	4	HCVFTP1	protein-coding
401164	LINC01060	4	-	ncRNA
401172	LINC02145	5	-	ncRNA
401176	LOC401176	5	-	unknown
401177	LINC02111	5	-	ncRNA
401188	LOC401188	5	-	unknown
401190	RGS7BP	5	R7BP	protein-coding
401191	LOC401191	5	-	unknown
401206	RPS25P6	5	RPS25_4_602	pseudo
401207	C5orf63	5	YDR286C	protein-coding
401218	LOC401218	5	-	pseudo
401220	LOC401220	5	-	unknown
401225	FLJ31183	5	-	unknown
401232	LINC01011	6	-	ncRNA
401233	HTATSF1P2	6	-	pseudo
401236	STMND1	6	-	protein-coding
401237	CASC15	6	LINC00340|lnc-SOX4-1	ncRNA
401242	LINC01623	6	-	ncRNA
401247	LINC00243	6	C6orf214|NCRNA00243	ncRNA
401250	MCCD1	6	-	protein-coding
401251	SAPCD1	6	C6orf26|NG23	protein-coding
401253	LINC00336	6	C6orf227|NCRNA00336	ncRNA
401258	RAB44	6	RASD3|RASL13|dJ431A14.3	protein-coding
401260	LINC00951	6	-	ncRNA
401261	LOC401261	6	-	ncRNA
401262	CRIP3	6	TLP|TLP-A|bA480N24.2	protein-coding
401264	TRAM2-AS1	6	-	ncRNA
401265	KLHL31	6	BKLHD6|KBTBD1|KLHL|bA345L23.2	protein-coding
401281	LOC401281	6	-	unknown
401282	DKFZp451B082	6	-	ncRNA
401285	TCP10L2	6	bA517H2.3	protein-coding
401286	LOC401286	6	-	ncRNA
401287	LOC401287	6	-	ncRNA
401288	LINC00242	6	C6orf122|NCRNA00242|dJ266L20.5	ncRNA
401289	LINC01624	6	-	ncRNA
401296	LOC401296	7	-	ncRNA
401303	ZNF815P	7	ZNF815	pseudo
401312	LOC401312	7	-	ncRNA
401316	EIF4HP1	7	-	pseudo
401317	LOC401317	7	-	unknown
401320	LOC401320	7	-	ncRNA
401321	LINC00997	7	-	ncRNA
401324	LOC401324	7	-	ncRNA
401331	RASA4CP	7	RASA4P	pseudo
401335	C7orf65	7	-	protein-coding
401337	LINC01446	7	GS1-179L18.1	ncRNA
401357	LOC401357	7	-	ncRNA
401375	GTF2IRD2P1	7	GTF2IRD2P	pseudo
401387	LRRD1	7	-	protein-coding
401393	AZGP1P2	7	-	pseudo
401397	LINC00998	7	-	ncRNA
401398	POT1-AS1	7	-	ncRNA
401399	PRRT4	7	-	protein-coding
401400	LOC401400	7	-	protein-coding
401409	RAB19	7	RAB19B	protein-coding
401410	LOC401410	7	-	unknown
401427	OR2A7	7	HSDJ0798C17|OR2A21	protein-coding
401428	OR2A20P	7	OR2A20	pseudo
401431	ATP6V0E2-AS1	7	-	ncRNA
401433	LOC401433	7	-	unknown
401442	LOC401442	8	-	ncRNA
401445	LOC401445	8	-	unknown
401447	USP17L1	8	USP17L1P	protein-coding
401450	OR7E96P	8	-	pseudo
401463	LOC401463	8	-	ncRNA
401466	C8orf59	8	-	protein-coding
401470	RPS26P10	8	RPS26_16_925	pseudo
401471	LOC401471	8	-	ncRNA
401472	LOC401472	8	-	unknown
401474	SAMD12	8	-	protein-coding
401475	SRRM1P1	8	SRRM1L|SRRM1P	pseudo
401478	LOC401478	8	-	unknown
401480	LOC401480	8	-	unknown
401490	LOC401490	9	-	unknown
401491	VLDLR-AS1	9	linc-VLDLR|lincRNA-VLDLR	ncRNA
401492	LINC01235	9	-	ncRNA
401494	HACD4	9	PTPLAD2	protein-coding
401497	LINC01242	9	-	ncRNA
401498	TMEM215	9	-	protein-coding
401505	TOMM5	9	C9orf105|Tom5|bA613M10.3	protein-coding
401507	FAM74A1	9	FAM74A5	ncRNA
401508	FAM74A4	9	FAM74A2	ncRNA
401509	ZNF658B	9	-	pseudo
401525	CDK2AP2P3	9	-	pseudo
401533	DDX10P2	9	-	pseudo
401535	C9orf170	9	-	protein-coding
401537	RPSAP49	9	RPSA_21_995	pseudo
401540	OR7E109P	9	OR7E113P|OST721	pseudo
401541	CENPP	9	CENP-P	protein-coding
401546	C9orf152	9	bA470J20.2	protein-coding
401548	SNX30	9	ATG24A	protein-coding
401551	WDR38	9	-	protein-coding
401554	LOC401554	9	-	ncRNA
401557	LOC401557	9	-	ncRNA
401561	LINC01451	9	HCCAT4	ncRNA
401562	LCNL1	9	-	protein-coding
401563	C9orf139	9	-	protein-coding
401565	FAM166A	9	HSD46	protein-coding
401577	CD99P1	X|Y	CD99L1|CXYorf12|MIC2R|NCRNA00103	pseudo
401585	LOC401585	X	-	ncRNA
401588	ZNF674-AS1	X	-	ncRNA
401589	LOC401589	X	-	ncRNA
401602	LOC401602	X	-	pseudo
401612	SLC25A53	X	MCART6	protein-coding
401613	LINC00890	X	DKFZp686D0853	ncRNA
401629	FAM224B	Y	LINC00230B|NCRNA00230B	ncRNA
401630	FAM224A	Y	LINC00230A|NCRNA00230A	ncRNA
401634	GOLGA2P3Y	Y	GOLGA2LY2|GOLGA2P3	pseudo
401637	OR7E26P	10	OR1-51|OR1-72|OR1-73|OR7E67P|OR7E68P|OR7E69P|OR7E70P|OR7E71P|OR7E72P|OR7E73P|OR7E74P|OR7E75P|OR912-108|OR912-109|OR912-110|OR912-46|OR912-95|hg523|hg674	pseudo
